PASSENGERS,DISTANCE,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,YEAR,QUARTER,MONTH,COVID_PERIOD,DATE
0.0,189.0,5X,United Parcel Service,14730,SDF,"Louisville, KY",KY,12917,LCK,"Columbus, OH",OH,2018,2,5,Before Covid,2018-05-01
0.0,189.0,5X,United Parcel Service,14730,SDF,"Louisville, KY",KY,12917,LCK,"Columbus, OH",OH,2018,2,6,Before Covid,2018-06-01
0.0,189.0,5X,United Parcel Service,14730,SDF,"Louisville, KY",KY,12917,LCK,"Columbus, OH",OH,2018,3,7,Before Covid,2018-07-01
0.0,189.0,5X,United Parcel Service,14730,SDF,"Louisville, KY",KY,12917,LCK,"Columbus, OH",OH,2018,3,8,Before Covid,2018-08-01
0.0,189.0,5X,United Parcel Service,14730,SDF,"Louisville, KY",KY,12917,LCK,"Columbus, OH",OH,2018,3,9,Before Covid,2018-09-01
0.0,189.0,5X,United Parcel Service,14730,SDF,"Louisville, KY",KY,12917,LCK,"Columbus, OH",OH,2018,4,10,Before Covid,2018-10-01
0.0,189.0,5X,United Parcel Service,14730,SDF,"Louisville, KY",KY,12917,LCK,"Columbus, OH",OH,2018,4,11,Before Covid,2018-11-01
0.0,189.0,5X,United Parcel Service,14730,SDF,"Louisville, KY",KY,12917,LCK,"Columbus, OH",OH,2018,4,12,Before Covid,2018-12-01
0.0,189.0,FX,Federal Express Corporation,14730,SDF,"Louisville, KY",KY,12917,LCK,"Columbus, OH",OH,2018,1,2,Before Covid,2018-02-01
0.0,211.0,GL,Miami Air International,11066,CMH,"Columbus, OH",OH,12884,LAN,"Lansing, MI",MI,2018,1,2,Before Covid,2018-02-01
0.0,222.0,5X,United Parcel Service,12884,LAN,"Lansing, MI",MI,12917,LCK,"Columbus, OH",OH,2018,1,1,Before Covid,2018-01-01
0.0,222.0,5X,United Parcel Service,12884,LAN,"Lansing, MI",MI,12917,LCK,"Columbus, OH",OH,2018,1,2,Before Covid,2018-02-01
0.0,222.0,5X,United Parcel Service,12884,LAN,"Lansing, MI",MI,12917,LCK,"Columbus, OH",OH,2018,1,3,Before Covid,2018-03-01
0.0,222.0,5X,United Parcel Service,12884,LAN,"Lansing, MI",MI,12917,LCK,"Columbus, OH",OH,2018,2,4,Before Covid,2018-04-01
0.0,222.0,5X,United Parcel Service,12884,LAN,"Lansing, MI",MI,12917,LCK,"Columbus, OH",OH,2018,2,5,Before Covid,2018-05-01
0.0,222.0,5X,United Parcel Service,12884,LAN,"Lansing, MI",MI,12917,LCK,"Columbus, OH",OH,2018,2,6,Before Covid,2018-06-01
0.0,222.0,5X,United Parcel Service,12884,LAN,"Lansing, MI",MI,12917,LCK,"Columbus, OH",OH,2018,3,7,Before Covid,2018-07-01
0.0,222.0,5X,United Parcel Service,12884,LAN,"Lansing, MI",MI,12917,LCK,"Columbus, OH",OH,2018,3,8,Before Covid,2018-08-01
0.0,222.0,5X,United Parcel Service,12884,LAN,"Lansing, MI",MI,12917,LCK,"Columbus, OH",OH,2018,3,9,Before Covid,2018-09-01
0.0,222.0,5X,United Parcel Service,12884,LAN,"Lansing, MI",MI,12917,LCK,"Columbus, OH",OH,2018,4,10,Before Covid,2018-10-01
0.0,222.0,5X,United Parcel Service,12884,LAN,"Lansing, MI",MI,12917,LCK,"Columbus, OH",OH,2018,4,11,Before Covid,2018-11-01
0.0,222.0,5X,United Parcel Service,12884,LAN,"Lansing, MI",MI,12917,LCK,"Columbus, OH",OH,2018,4,12,Before Covid,2018-12-01
0.0,278.0,GL,Miami Air International,12917,LCK,"Columbus, OH",OH,14711,SCE,"State College, PA",PA,2018,1,2,Before Covid,2018-02-01
0.0,282.0,FX,Federal Express Corporation,15412,TYS,"Knoxville, TN",TN,12917,LCK,"Columbus, OH",OH,2018,4,11,Before Covid,2018-11-01
0.0,283.0,27Q,"Jet Aviation Flight Services, Inc.",11066,CMH,"Columbus, OH",OH,13232,MDW,"Chicago, IL",IL,2018,1,2,Before Covid,2018-02-01
