TimeKey,CarrierKey,OriginKey,DestKey,PASSENGERS,DISTANCE
2018-03-01,556,14397,11066,0.0,423.0
2018-11-01,162,15356,11066,0.0,428.0
2018-01-01,11,10397,12917,0.0,434.0
2018-12-01,11,10397,12917,0.0,434.0
2018-03-01,85,10397,11066,0.0,447.0
2018-01-01,346,12917,10298,0.0,459.0
2018-05-01,92,11066,10208,0.0,460.0
2018-01-01,85,11618,11066,0.0,463.0
2018-04-01,91,11066,11618,0.0,463.0
2018-11-01,10,11066,11618,0.0,463.0
2018-09-01,10,11618,11066,0.0,463.0
2018-06-01,99,11618,12917,0.0,467.0
2018-06-01,11,11618,12917,0.0,467.0
2018-11-01,11,11618,12917,0.0,467.0
2018-01-01,11,12917,11618,0.0,467.0
2018-02-01,11,12917,11618,0.0,467.0
2018-03-01,11,12917,11618,0.0,467.0
2018-04-01,11,12917,11618,0.0,467.0
2018-05-01,11,12917,11618,0.0,467.0
2018-06-01,11,12917,11618,0.0,467.0
2018-07-01,11,12917,11618,0.0,467.0
2018-08-01,11,12917,11618,0.0,467.0
2018-09-01,11,12917,11618,0.0,467.0
2018-10-01,11,12917,11618,0.0,467.0
2018-11-01,11,12917,11618,0.0,467.0
2018-12-01,11,12917,11618,0.0,467.0
2018-02-01,162,15167,11066,0.0,469.0
2018-03-01,162,15167,11066,0.0,469.0
2018-09-01,87,11066,15070,0.0,472.0
2018-05-01,10,12953,11066,0.0,479.0
2018-11-01,10,12953,11066,0.0,479.0
2018-02-01,631,11066,12478,0.0,483.0
2018-06-01,99,12917,12478,0.0,487.0
2018-02-01,85,11066,12197,0.0,489.0
2018-11-01,85,11764,11066,0.0,503.0
2018-11-01,85,11066,11111,0.0,505.0
2018-01-01,11,12917,13244,0.0,508.0
2018-02-01,11,12917,13244,0.0,508.0
2018-03-01,11,12917,13244,0.0,508.0
2018-04-01,11,12917,13244,0.0,508.0
2018-05-01,11,12917,13244,0.0,508.0
2018-06-01,11,12917,13244,0.0,508.0
2018-07-01,11,12917,13244,0.0,508.0
2018-08-01,11,12917,13244,0.0,508.0
2018-09-01,11,12917,13244,0.0,508.0
2018-10-01,11,12917,13244,0.0,508.0
2018-11-01,11,12917,13244,0.0,508.0
2018-12-01,11,12917,13244,0.0,508.0
2018-01-01,11,13244,12917,0.0,508.0
2018-02-01,11,13244,12917,0.0,508.0
2018-03-01,11,13244,12917,0.0,508.0
2018-04-01,11,13244,12917,0.0,508.0
2018-05-01,11,13244,12917,0.0,508.0
2018-06-01,11,13244,12917,0.0,508.0
2018-07-01,11,13244,12917,0.0,508.0
2018-08-01,11,13244,12917,0.0,508.0
2018-09-01,11,13244,12917,0.0,508.0
2018-10-01,11,13244,12917,0.0,508.0
2018-11-01,11,13244,12917,0.0,508.0
2018-12-01,11,13244,12917,0.0,508.0
2018-12-01,91,13244,12917,0.0,508.0
2018-05-01,67,11066,10257,0.0,509.0
2018-10-01,67,11066,13244,0.0,518.0
2018-11-01,67,11066,13244,0.0,518.0
2018-12-01,67,11066,13244,0.0,518.0
2018-02-01,91,12007,11066,0.0,551.0
2018-09-01,11,12917,14633,0.0,568.0
2018-12-01,91,11423,12917,0.0,576.0
2018-01-01,85,11066,14307,0.0,612.0
2018-11-01,85,14307,11066,0.0,612.0
2018-02-01,85,10540,11066,0.0,628.0
2018-03-01,85,10540,11066,0.0,628.0
2018-01-01,85,11066,10540,0.0,628.0
2018-04-01,85,11066,10540,0.0,628.0
2018-11-01,85,11066,10540,0.0,628.0
2018-01-01,162,11066,10540,0.0,628.0
2018-11-01,60,10540,11066,0.0,628.0
2018-11-01,87,12992,11066,0.0,629.0
2018-07-01,11,13198,12917,0.0,630.0
2018-05-01,11,13487,12917,0.0,632.0
2018-04-01,85,10721,11066,0.0,640.0
2018-11-01,85,10721,11066,0.0,640.0
2018-02-01,162,11066,10721,0.0,640.0
2018-02-01,91,10721,11066,0.0,640.0
2018-10-01,11,10721,12917,0.0,646.0
2018-11-01,91,12451,11066,0.0,659.0
2018-02-01,92,15008,11066,0.0,684.0
2018-02-01,91,13871,11066,0.0,689.0
2018-07-01,85,14321,11066,0.0,696.0
2018-01-01,85,11066,15370,0.0,754.0
2018-04-01,87,15370,11066,0.0,754.0
2018-02-01,87,11066,12278,0.0,800.0
2018-01-01,87,11066,14814,0.0,801.0
2018-04-01,87,11066,14814,0.0,801.0
2018-06-01,87,11066,14814,0.0,801.0
2018-09-01,10,11066,13204,0.0,802.0
2018-02-01,91,15304,11066,0.0,829.0
2018-03-01,91,15304,11066,0.0,829.0
2018-03-01,10,11066,15304,0.0,829.0
2018-04-01,10,11066,15304,0.0,829.0
2018-06-01,10,11066,15304,0.0,829.0
2018-07-01,10,11066,15304,0.0,829.0
2018-08-01,10,11066,15304,0.0,829.0
2018-09-01,10,11066,15304,0.0,829.0
2018-10-01,10,11066,15304,0.0,829.0
2018-05-01,10,15304,11066,0.0,829.0
2018-01-01,11,11637,12917,0.0,852.0
2018-05-01,11,11637,12917,0.0,852.0
2018-07-01,11,11637,12917,0.0,852.0
2018-12-01,60,12917,11259,0.0,912.0
2018-10-01,346,11259,12917,0.0,912.0
2018-01-01,87,11066,10171,0.0,914.0
2018-11-01,60,11066,11259,0.0,919.0
2018-02-01,631,11259,11066,0.0,919.0
2018-01-01,345,11259,11066,0.0,919.0
2018-07-01,113,11430,11066,0.0,921.0
2018-08-01,162,14027,11066,0.0,932.0
2018-11-01,85,11066,11697,0.0,973.0
2018-03-01,85,11697,11066,0.0,973.0
2018-09-01,91,12917,13303,0.0,978.0
2018-02-01,91,13303,12917,0.0,978.0
2018-09-01,91,13303,12917,0.0,978.0
2018-05-01,830,12917,13303,0.0,978.0
2018-08-01,830,12917,13303,0.0,978.0
2018-05-01,830,13303,12917,0.0,978.0
2018-06-01,830,13303,12917,0.0,978.0
2018-08-01,830,13303,12917,0.0,978.0
2018-09-01,830,13303,12917,0.0,978.0
2018-10-01,830,13303,12917,0.0,978.0
2018-11-01,830,13303,12917,0.0,978.0
2018-01-01,10,12266,11066,0.0,986.0
2018-04-01,10,12266,11066,0.0,986.0
2018-05-01,10,12266,11066,0.0,986.0
2018-06-01,10,12266,11066,0.0,986.0
2018-03-01,85,11066,13303,0.0,990.0
2018-01-01,85,13303,11066,0.0,990.0
2018-03-01,85,13303,11066,0.0,990.0
2018-11-01,85,13303,11066,0.0,990.0
2018-02-01,91,11066,13303,0.0,990.0
2018-04-01,91,11066,13303,0.0,990.0
2018-02-01,850,13303,11066,0.0,990.0
2018-02-01,85,11066,12896,0.0,1134.0
2018-12-01,87,13061,12917,0.0,1270.0
2018-02-01,346,13061,12917,0.0,1270.0
2018-01-01,906,13061,11066,0.0,1279.0
2018-02-01,87,13061,11066,0.0,1279.0
2018-11-01,345,13061,11066,0.0,1279.0
2018-03-01,346,11066,13061,0.0,1279.0
2018-01-01,910,13061,11066,0.0,1279.0
2018-04-01,906,10747,11066,0.0,1283.0
2018-09-01,345,10747,11066,0.0,1283.0
2018-01-01,11,10620,12917,0.0,1359.0
2018-08-01,106,11540,11066,0.0,1428.0
2018-12-01,106,11540,11066,0.0,1428.0
2018-09-01,87,13829,11066,0.0,1527.0
2018-03-01,106,11066,14869,0.0,1528.0
2018-03-01,85,10466,11066,0.0,1655.0
2018-06-01,99,14107,12917,0.0,1667.0
2018-12-01,60,12917,10713,0.0,1730.0
2018-08-01,99,14843,12917,0.0,1786.0
2018-01-01,830,12917,14843,0.0,1786.0
2018-01-01,830,14843,12917,0.0,1786.0
2018-02-01,1011,12917,14691,0.0,1927.0
2018-12-01,99,13891,12917,0.0,1947.0
2018-05-01,11,14679,12917,0.0,1961.0
2018-05-01,106,14679,11066,0.0,1964.0
2018-11-01,11,12917,12892,0.0,1993.0
2018-12-01,11,12917,12892,0.0,1993.0
2018-07-01,10,12892,11066,0.0,1995.0
2018-11-01,10,12892,11066,0.0,1995.0
2018-10-01,106,11066,12892,0.0,1995.0
2018-10-01,106,12892,11066,0.0,1995.0
2018-02-01,133,12917,14747,0.0,2021.0
2018-06-01,830,12917,14747,0.0,2021.0
2018-09-01,830,12917,14747,0.0,2021.0
2018-10-01,830,12917,14747,0.0,2021.0
2018-11-01,830,12917,14747,0.0,2021.0
2018-01-01,106,14893,11066,0.0,2058.0
2018-09-01,106,14893,11066,0.0,2058.0
2018-03-01,85,11066,14831,0.0,2102.0
2018-05-01,10,11066,14771,0.0,2120.0
2018-09-01,10,11066,14771,0.0,2120.0
2018-11-01,10,14771,11066,0.0,2120.0
2018-09-01,60,10299,12917,0.0,3127.0
2018-10-01,60,10299,12917,0.0,3127.0
2018-11-01,60,10299,12917,0.0,3127.0
2018-11-01,1058,10299,12917,0.0,3127.0
2018-02-01,133,12917,10299,0.0,3127.0
2018-04-01,133,12917,10299,0.0,3127.0
2018-09-01,1061,10299,12917,0.0,3127.0
2018-12-01,1068,11066,11042,1.0,112.0
2018-04-01,1070,11066,14122,1.0,145.0
2018-02-01,69,11066,11027,1.0,150.0
2018-01-01,1070,12339,11066,1.0,182.0
2018-01-01,106,14730,11066,1.0,198.0
2018-05-01,106,11986,11066,1.0,241.0
2018-04-01,67,11066,13230,1.0,325.0
2018-04-01,67,13230,11066,1.0,325.0
2018-08-01,106,11066,13342,1.0,330.0
2018-10-01,106,11066,13342,1.0,330.0
2018-05-01,106,13342,11066,1.0,330.0
2018-06-01,106,13342,11066,1.0,330.0
2018-09-01,106,13342,11066,1.0,330.0
2018-04-01,106,11066,11057,1.0,347.0
2018-05-01,106,11996,11066,1.0,354.0
2018-03-01,1100,11066,13485,1.0,398.0
2018-10-01,1107,11066,14100,1.0,406.0
2018-04-01,1070,15016,11066,1.0,409.0
2018-04-01,67,11066,13931,1.0,421.0
2018-02-01,106,13931,11066,1.0,421.0
2018-08-01,1100,12197,11066,1.0,489.0
2018-01-01,106,10599,11066,1.0,492.0
2018-01-01,556,11764,11066,1.0,503.0
2018-04-01,67,11066,10257,1.0,509.0
2018-03-01,106,11066,10257,1.0,509.0
2018-06-01,106,11066,10257,1.0,509.0
2018-06-01,106,13244,11066,1.0,518.0
2018-07-01,106,13244,11066,1.0,518.0
2018-10-01,106,13244,11066,1.0,518.0
2018-06-01,106,11066,12391,1.0,519.0
2018-10-01,106,11066,12391,1.0,519.0
2018-08-01,106,11066,12992,1.0,629.0
2018-06-01,92,13871,11066,1.0,689.0
2018-06-01,106,11066,12278,1.0,800.0
2018-09-01,106,11066,12278,1.0,800.0
2018-12-01,106,11066,13851,1.0,865.0
2018-01-01,106,11066,12896,1.0,1134.0
2018-12-01,106,12896,11066,1.0,1134.0
2018-05-01,106,11066,13158,1.0,1213.0
2018-11-01,106,11066,13158,1.0,1213.0
2018-12-01,106,13158,11066,1.0,1213.0
2018-01-01,106,12206,11066,1.0,1274.0
2018-10-01,106,11066,10140,1.0,1342.0
2018-11-01,106,11066,10140,1.0,1342.0
2018-11-01,106,11540,11066,1.0,1428.0
2018-11-01,1070,11066,11540,1.0,1428.0
2018-10-01,106,11066,11884,1.0,1793.0
2018-04-01,106,14843,11066,1.0,1794.0
2018-12-01,106,11066,13891,1.0,1949.0
2018-01-01,106,13891,11066,1.0,1949.0
2018-07-01,106,11066,14570,1.0,1950.0
2018-09-01,106,14570,11066,1.0,1950.0
2018-04-01,106,14679,11066,1.0,1964.0
2018-04-01,106,14908,11066,1.0,1974.0
2018-09-01,106,14908,11066,1.0,1974.0
2018-09-01,106,11066,12892,1.0,1995.0
2018-05-01,106,11066,14747,1.0,2016.0
2018-04-01,106,11066,14893,1.0,2058.0
2018-12-01,106,11066,14893,1.0,2058.0
2018-10-01,106,14893,11066,1.0,2058.0
2018-11-01,106,11066,14831,1.0,2102.0
2018-10-01,1100,13958,13105,2.0,98.0
2018-03-01,162,11066,14122,2.0,145.0
2018-06-01,106,11066,14730,2.0,198.0
2018-09-01,106,11066,10792,2.0,296.0
2018-06-01,162,12264,11066,2.0,299.0
2018-03-01,67,13230,11066,2.0,325.0
2018-02-01,106,14576,11066,2.0,346.0
2018-02-01,1068,14524,11066,2.0,347.0
2018-10-01,106,11066,14524,2.0,347.0
2018-06-01,92,11066,10577,2.0,392.0
2018-11-01,106,11066,14100,2.0,406.0
2018-12-01,106,11066,14100,2.0,406.0
2018-05-01,67,11066,13931,2.0,421.0
2018-10-01,1100,11066,15167,2.0,469.0
2018-10-01,1100,15167,11066,2.0,469.0
2018-03-01,162,11066,15167,2.0,469.0
2018-04-01,92,11066,15167,2.0,469.0
2018-06-01,92,15167,11066,2.0,469.0
2018-08-01,10,12953,11066,2.0,479.0
2018-12-01,10,12953,11066,2.0,479.0
2018-08-01,106,11066,12953,2.0,479.0
2018-03-01,162,12478,11066,2.0,483.0
2018-08-01,1100,11066,12197,2.0,489.0
2018-08-01,162,12197,11066,2.0,489.0
2018-06-01,106,10599,11066,2.0,492.0
2018-09-01,106,11066,10599,2.0,492.0
2018-10-01,1100,12197,13958,2.0,497.0
2018-07-01,106,12391,11066,2.0,519.0
2018-05-01,92,14685,11066,2.0,551.0
2018-04-01,106,14307,11066,2.0,612.0
2018-02-01,162,10721,11066,2.0,640.0
2018-09-01,106,11066,14321,2.0,696.0
2018-07-01,106,15370,11066,2.0,754.0
2018-03-01,92,14986,11066,2.0,869.0
2018-01-01,162,11066,13898,2.0,983.0
2018-07-01,162,11066,13303,2.0,990.0
2018-08-01,162,13303,11066,2.0,990.0
2018-06-01,106,11066,12896,2.0,1134.0
2018-02-01,106,12896,11066,2.0,1134.0
2018-06-01,106,12896,11066,2.0,1134.0
2018-02-01,106,12206,11066,2.0,1274.0
2018-09-01,10,11066,12441,2.0,1452.0
2018-09-01,106,11066,15376,2.0,1654.0
2018-06-01,106,11066,10713,2.0,1728.0
2018-06-01,106,11884,11066,2.0,1793.0
2018-09-01,106,11066,14771,2.0,2120.0
2018-11-01,162,11066,14122,3.0,145.0
2018-11-01,162,14122,11066,3.0,145.0
2018-09-01,162,11066,13232,3.0,283.0
2018-09-01,162,13232,11066,3.0,283.0
2018-03-01,106,11066,13342,3.0,330.0
2018-06-01,106,11066,13342,3.0,330.0
2018-11-01,106,11066,13342,3.0,330.0
2018-04-01,106,13342,11066,3.0,330.0
2018-04-01,162,10693,11066,3.0,337.0
2018-04-01,162,11066,10693,3.0,337.0
2018-05-01,67,14576,11066,3.0,346.0
2018-01-01,106,14576,11066,3.0,346.0
2018-10-01,631,14492,11066,3.0,362.0
2018-09-01,1348,10980,11066,3.0,365.0
2018-05-01,162,11066,14100,3.0,406.0
2018-06-01,92,10216,11066,3.0,418.0
2018-10-01,106,11066,13931,3.0,421.0
2018-04-01,162,11066,15167,3.0,469.0
2018-09-01,162,11066,15167,3.0,469.0
