PASSENGERS,DISTANCE,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,YEAR,QUARTER,MONTH
0.00,179.00,FX,Federal Express Corporation,12917,LCK,"Columbus, OH",OH,12339,IND,"Indianapolis, IN",IN,2018,2,4
0.00,179.00,FX,Federal Express Corporation,12917,LCK,"Columbus, OH",OH,12339,IND,"Indianapolis, IN",IN,2018,2,5
0.00,179.00,FX,Federal Express Corporation,12917,LCK,"Columbus, OH",OH,12339,IND,"Indianapolis, IN",IN,2018,2,6
0.00,179.00,FX,Federal Express Corporation,12917,LCK,"Columbus, OH",OH,12339,IND,"Indianapolis, IN",IN,2018,3,7
0.00,179.00,FX,Federal Express Corporation,12917,LCK,"Columbus, OH",OH,12339,IND,"Indianapolis, IN",IN,2018,3,8
0.00,179.00,FX,Federal Express Corporation,12917,LCK,"Columbus, OH",OH,12339,IND,"Indianapolis, IN",IN,2018,3,9
0.00,179.00,FX,Federal Express Corporation,12917,LCK,"Columbus, OH",OH,12339,IND,"Indianapolis, IN",IN,2018,4,10
0.00,179.00,FX,Federal Express Corporation,12917,LCK,"Columbus, OH",OH,12339,IND,"Indianapolis, IN",IN,2018,4,11
0.00,179.00,FX,Federal Express Corporation,12917,LCK,"Columbus, OH",OH,12339,IND,"Indianapolis, IN",IN,2018,4,12
0.00,180.00,KD,Western Global,12917,LCK,"Columbus, OH",OH,12021,GUS,"Peru, IN",IN,2018,1,2
0.00,180.00,KD,Western Global,12917,LCK,"Columbus, OH",OH,12021,GUS,"Peru, IN",IN,2018,1,3
0.00,182.00,27Q,"Jet Aviation Flight Services, Inc.",11066,CMH,"Columbus, OH",OH,12339,IND,"Indianapolis, IN",IN,2018,1,3
0.00,182.00,C5,CommuteAir LLC dba CommuteAir,11066,CMH,"Columbus, OH",OH,12339,IND,"Indianapolis, IN",IN,2018,2,4
0.00,182.00,C5,CommuteAir LLC dba CommuteAir,11066,CMH,"Columbus, OH",OH,12339,IND,"Indianapolis, IN",IN,2018,2,5
0.00,182.00,C5,CommuteAir LLC dba CommuteAir,12339,IND,"Indianapolis, IN",IN,11066,CMH,"Columbus, OH",OH,2018,2,4
0.00,187.00,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",15295,TOL,"Toledo, OH",OH,12055,GYY,"Gary, IN",IN,2018,2,5
0.00,187.00,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",15295,TOL,"Toledo, OH",OH,12055,GYY,"Gary, IN",IN,2018,3,9
0.00,189.00,5X,United Parcel Service,12917,LCK,"Columbus, OH",OH,14730,SDF,"Louisville, KY",KY,2018,1,1
0.00,189.00,5X,United Parcel Service,12917,LCK,"Columbus, OH",OH,14730,SDF,"Louisville, KY",KY,2018,1,2
0.00,189.00,5X,United Parcel Service,12917,LCK,"Columbus, OH",OH,14730,SDF,"Louisville, KY",KY,2018,1,3
0.00,189.00,5X,United Parcel Service,12917,LCK,"Columbus, OH",OH,14730,SDF,"Louisville, KY",KY,2018,2,4
0.00,189.00,5X,United Parcel Service,12917,LCK,"Columbus, OH",OH,14730,SDF,"Louisville, KY",KY,2018,2,5
0.00,189.00,5X,United Parcel Service,12917,LCK,"Columbus, OH",OH,14730,SDF,"Louisville, KY",KY,2018,2,6
0.00,189.00,5X,United Parcel Service,12917,LCK,"Columbus, OH",OH,14730,SDF,"Louisville, KY",KY,2018,3,7
0.00,189.00,5X,United Parcel Service,12917,LCK,"Columbus, OH",OH,14730,SDF,"Louisville, KY",KY,2018,3,8
0.00,189.00,5X,United Parcel Service,12917,LCK,"Columbus, OH",OH,14730,SDF,"Louisville, KY",KY,2018,3,9
0.00,189.00,5X,United Parcel Service,12917,LCK,"Columbus, OH",OH,14730,SDF,"Louisville, KY",KY,2018,4,10
0.00,189.00,5X,United Parcel Service,12917,LCK,"Columbus, OH",OH,14730,SDF,"Louisville, KY",KY,2018,4,11
0.00,189.00,5X,United Parcel Service,12917,LCK,"Columbus, OH",OH,14730,SDF,"Louisville, KY",KY,2018,4,12
0.00,189.00,5X,United Parcel Service,14730,SDF,"Louisville, KY",KY,12917,LCK,"Columbus, OH",OH,2018,1,1
0.00,189.00,5X,United Parcel Service,14730,SDF,"Louisville, KY",KY,12917,LCK,"Columbus, OH",OH,2018,1,2
0.00,189.00,5X,United Parcel Service,14730,SDF,"Louisville, KY",KY,12917,LCK,"Columbus, OH",OH,2018,1,3
0.00,189.00,5X,United Parcel Service,14730,SDF,"Louisville, KY",KY,12917,LCK,"Columbus, OH",OH,2018,2,4
0.00,189.00,5X,United Parcel Service,14730,SDF,"Louisville, KY",KY,12917,LCK,"Columbus, OH",OH,2018,2,5
0.00,189.00,5X,United Parcel Service,14730,SDF,"Louisville, KY",KY,12917,LCK,"Columbus, OH",OH,2018,2,6
0.00,189.00,5X,United Parcel Service,14730,SDF,"Louisville, KY",KY,12917,LCK,"Columbus, OH",OH,2018,3,7
0.00,189.00,5X,United Parcel Service,14730,SDF,"Louisville, KY",KY,12917,LCK,"Columbus, OH",OH,2018,3,8
0.00,189.00,5X,United Parcel Service,14730,SDF,"Louisville, KY",KY,12917,LCK,"Columbus, OH",OH,2018,3,9
0.00,189.00,5X,United Parcel Service,14730,SDF,"Louisville, KY",KY,12917,LCK,"Columbus, OH",OH,2018,4,10
0.00,189.00,5X,United Parcel Service,14730,SDF,"Louisville, KY",KY,12917,LCK,"Columbus, OH",OH,2018,4,11
0.00,189.00,5X,United Parcel Service,14730,SDF,"Louisville, KY",KY,12917,LCK,"Columbus, OH",OH,2018,4,12
0.00,189.00,FX,Federal Express Corporation,14730,SDF,"Louisville, KY",KY,12917,LCK,"Columbus, OH",OH,2018,1,2
